contrib_score,target_salary
1,4160000.0
1,4120000.0
1,4000000.0
1,3860000.0
1,3800000.0
1,3800000.0
1,3750000.0
1,3740000.0
1,3620000.0
1,3600000.0
1,3560000.0
1,3500000.0
1,3500000.0
1,3500000.0
1,3300000.0
1,3300000.0
1,1521000.0
1,3250000.0
1,3200000.0
0,3200000.0
0,3190000.0
0,3140000.0
0,3140000.0
1,3140000.0
1,3140000.0
1,3130000.0
1,3130000.0
1,3130000.0
1,3130000.0
1,2737800.0
1,2737800.0
1,2737800.0
1,2737800.0
1,3130000.0
1,3120000.0
0,3120000.0
1,3100000.0
0,3090000.0
1,3000000.0
1,3000000.0
1,3000000.0
1,3000000.0
1,3000000.0
1,3000000.0
1,3000000.0
1,3650400.0
1,3650400.0
1,3650400.0
1,3650400.0
1,3000000.0
1,3000000.0
1,3000000.0
1,3000000.0
1,3000000.0
0,2950000.0
1,2920000.0
1,2920000.0
1,2920000.0
1,2920000.0
1,1810000.0
1,1810000.0
1,1810000.0
1,1810000.0
1,2900000.0
1,2890000.0
0,2840000.0
0,2810000.0
0,2800000.0
0,2800000.0
1,2800000.0
1,2800000.0
0,240000.0
0,240000.0
1,240000.0
1,240000.0
1,2800000.0
0,2800000.0
0,2800000.0
1,2770000.0
0,2700000.0
1,2600000.0
1,2600000.0
0,2600000.0
0,2600000.0
1,2600000.0
1,2590000.0
0,2500000.0
0,2500000.0
0,2500000.0
0,2500000.0
0,2500000.0
0,1540000.0
0,1540000.0
0,1540000.0
0,1540000.0
1,2500000.0
1,2500000.0
1,2500000.0
1,2500000.0
1,2500000.0
0,2500000.0
0,2500000.0
1,2400000.0
1,2400000.0
1,2350000.0
1,2350000.0
1,2350000.0
1,2350000.0
1,2433600.0
1,2433600.0
1,2433600.0
1,2433600.0
1,2350000.0
1,2300000.0
0,2240000.0
1,2200000.0
1,2200000.0
1,2200000.0
1,2200000.0
1,2200000.0
1,2200000.0
1,2140000.0
1,2110000.0
1,2110000.0
1,2100000.0
1,2100000.0
0,2080000.0
1,2000000.0
1,2000000.0
1,2000000.0
1,2281500.0
1,2000000.0
1,2000000.0
1,2000000.0
1,2000000.0
1,2000000.0
1,2000000.0
0,2000000.0
1,1950000.0
1,1920000.0
1,1900000.0
1,1900000.0
1,1900000.0
1,1870000.0
1,1850000.0
0,1840000.0
1,1800000.0
0,1800000.0
1,1800000.0
1,1800000.0
0,1770000.0
1,1760000.0
1,1700000.0
1,1700000.0
0,1680000.0
1,1640000.0
1,1620000.0
1,1620000.0
0,1600000.0
1,1600000.0
1,1600000.0
0,1600000.0
1,1600000.0
0,1560000.0
1,1530000.0
0,1510000.0
0,1500000.0
1,1500000.0
1,1500000.0
1,1500000.0
1,1500000.0
0,1500000.0
0,1500000.0
1,1500000.0
0,1500000.0
1,1500000.0
1,1500000.0
1,1500000.0
1,1500000.0
0,1500000.0
1,1450000.0
1,1450000.0
1,1450000.0
1,1400000.0
1,1400000.0
1,1400000.0
1,1400000.0
1,1380000.0
1,1350000.0
1,1350000.0
1,1350000.0
0,1320000.0
0,1310000.0
0,1310000.0
1,1310000.0
1,1310000.0
1,1300000.0
1,1290000.0
0,1280000.0
1,1260000.0
0,1260000.0
0,1260000.0
1,1250000.0
1,1250000.0
1,1250000.0
1,1250000.0
1,1250000.0
1,2737800.0
1,2737800.0
1,2737800.0
1,2737800.0
1,1200000.0
0,1200000.0
1,1200000.0
1,1200000.0
1,1200000.0
1,1200000.0
0,1200000.0
1,1200000.0
0,1200000.0
1,1200000.0
1,1200000.0
1,1200000.0
1,1200000.0
0,1200000.0
1,1200000.0
0,1200000.0
1,1200000.0
1,1150000.0
1,1150000.0
1,1150000.0
1,1140000.0
0,1140000.0
0,1100000.0
0,1100000.0
0,1100000.0
0,1100000.0
1,1100000.0
1,1100000.0
1,1100000.0
1,1100000.0
0,1100000.0
1,1080000.0
1,1080000.0
1,1080000.0
1,1080000.0
1,1080000.0
0,1070000.0
0,1070000.0
0,1070000.0
0,1070000.0
0,1216800.0
0,1216800.0
0,1216800.0
0,1216800.0
0,1050000.0
0,1040000.0
1,1040000.0
1,1020000.0
1,1020000.0
1,1020000.0
1,1020000.0
0,1020000.0
0,1020000.0
0,1010000.0
1,1000000.0
1,1000000.0
0,1000000.0
1,1000000.0
1,1000000.0
1,1000000.0
1,1000000.0
0,1000000.0
0,990000.0
1,980000.0
1,970000.0
1,960000.0
1,960000.0
0,960000.0
0,960000.0
0,960000.0
0,950000.0
1,950000.0
0,940000.0
0,940000.0
0,940000.0
0,940000.0
0,830000.0
0,830000.0
0,830000.0
0,830000.0
1,910000.0
0,900000.0
1,900000.0
0,900000.0
1,900000.0
1,900000.0
0,900000.0
1,890000.0
0,870000.0
1,860000.0
0,860000.0
0,860000.0
1,860000.0
0,850000.0
0,850000.0
0,850000.0
0,850000.0
1,850000.0
1,850000.0
0,840000.0
1,840000.0
0,830000.0
0,820000.0
1,820000.0
0,810000.0
1,800000.0
1,800000.0
1,800000.0
0,800000.0
1,800000.0
1,800000.0
1,780000.0
1,780000.0
0,780000.0
1,780000.0
1,780000.0
1,770000.0
1,770000.0
0,750000.0
1,720000.0
1,720000.0
1,720000.0
0,710000.0
0,700000.0
0,700000.0
1,700000.0
1,680000.0
1,680000.0
1,680000.0
1,680000.0
1,680000.0
1,680000.0
1,2129400.0
1,2129400.0
1,2129400.0
1,2129400.0
1,670000.0
1,660000.0
1,660000.0
0,660000.0
1,650000.0
0,650000.0
0,650000.0
1,650000.0
1,640000.0
1,630000.0
1,630000.0
1,620000.0
0,620000.0
1,620000.0
1,620000.0
1,620000.0
1,620000.0
1,610000.0
0,600000.0
0,600000.0
1,600000.0
0,600000.0
1,600000.0
1,600000.0
1,600000.0
1,600000.0
1,600000.0
1,600000.0
1,600000.0
1,600000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,600000.0
0,600000.0
0,590000.0
1,560000.0
0,550000.0
0,550000.0
0,540000.0
1,540000.0
0,540000.0
1,540000.0
0,540000.0
1,540000.0
1,540000.0
1,540000.0
1,520000.0
1,520000.0
0,520000.0
1,520000.0
1,520000.0
1,520000.0
0,520000.0
1,510000.0
1,500000.0
0,500000.0
1,500000.0
0,500000.0
0,500000.0
1,500000.0
1,500000.0
1,500000.0
0,500000.0
0,500000.0
1,500000.0
0,500000.0
1,500000.0
1,500000.0
1,500000.0
1,500000.0
1,13384800.0
1,13384800.0
1,13384800.0
1,13384800.0
1,490000.0
1,490000.0
1,480000.0
0,480000.0
1,480000.0
1,480000.0
0,480000.0
1,480000.0
0,470000.0
0,470000.0
0,470000.0
1,470000.0
1,470000.0
1,470000.0
1,460000.0
1,460000.0
1,460000.0
1,450000.0
0,450000.0
0,450000.0
1,450000.0
0,450000.0
1,440000.0
1,440000.0
1,420000.0
1,420000.0
0,420000.0
1,420000.0
0,420000.0
1,420000.0
0,420000.0
0,420000.0
0,410000.0
1,400000.0
0,400000.0
1,400000.0
1,400000.0
1,400000.0
0,390000.0
0,390000.0
0,390000.0
1,390000.0
1,390000.0
0,390000.0
1,390000.0
0,390000.0
1,390000.0
1,380000.0
1,380000.0
0,380000.0
1,380000.0
0,370000.0
1,360000.0
1,360000.0
1,360000.0
1,360000.0
1,360000.0
0,360000.0
1,360000.0
1,350000.0
0,350000.0
1,350000.0
1,350000.0
1,350000.0
1,340000.0
1,340000.0
0,340000.0
1,340000.0
1,330000.0
1,330000.0
0,330000.0
0,330000.0
1,320000.0
0,320000.0
0,320000.0
1,320000.0
1,320000.0
1,320000.0
1,310000.0
1,300000.0
0,300000.0
1,300000.0
1,300000.0
1,300000.0
0,300000.0
0,300000.0
1,290000.0
1,290000.0
0,280000.0
1,280000.0
0,270000.0
1,270000.0
1,260000.0
0,260000.0
1,250000.0
1,250000.0
0,250000.0
1,240000.0
0,240000.0
1,240000.0
1,240000.0
0,240000.0
1,230000.0
0,230000.0
0,230000.0
0,230000.0
0,230000.0
1,210000.0
0,210000.0
1,210000.0
0,210000.0
1,210000.0
1,210000.0
1,210000.0
0,210000.0
1,200000.0
1,200000.0
0,200000.0
0,200000.0
1,200000.0
0,200000.0
1,200000.0
0,200000.0
1,190000.0
1,180000.0
1,180000.0
0,180000.0
1,180000.0
1,180000.0
1,180000.0
0,180000.0
1,180000.0
1,170000.0
0,160000.0
1,160000.0
1,160000.0
1,160000.0
1,160000.0
1,160000.0
1,160000.0
0,160000.0
0,160000.0
0,160000.0
1,160000.0
1,155000.0
1,155000.0
0,155000.0
0,130000.0
0,155000.0
1,155000.0
0,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
0,150000.0
1,150000.0
1,130000.0
1,120000.0
0,120000.0
1,100000.0
1,100000.0
0,60000.0
1,60000.0
1,12960000.0
1,12040000.0
0,12040000.0
1,11110000.0
1,11110000.0
1,11110000.0
1,10900000.0
0,10260000.0
1,9260000.0
1,9260000.0
1,9260000.0
1,9260000.0
1,9260000.0
1,9260000.0
1,8970000.0
1,8970000.0
1,7690000.0
1,7410000.0
1,7040000.0
1,7040000.0
1,6480000.0
1,6480000.0
1,6480000.0
1,6480000.0
0,6480000.0
1,6480000.0
1,6410000.0
0,6000000.0
1,5930000.0
1,5770000.0
1,5770000.0
1,5560000.0
1,5560000.0
1,5560000.0
0,5560000.0
1,5560000.0
1,5560000.0
1,5450000.0
1,5200000.0
1,5190000.0
1,5130000.0
1,5130000.0
1,5130000.0
1,5130000.0
1,5130000.0
1,5130000.0
1,5130000.0
1,1825200.0
1,1825200.0
1,1825200.0
1,1825200.0
1,5130000.0
1,4870000.0
1,4870000.0
1,4630000.0
1,4630000.0
1,4630000.0
1,4630000.0
0,4630000.0
1,4630000.0
0,4630000.0
0,4630000.0
0,4630000.0
1,4630000.0
1,4630000.0
1,4630000.0
1,4490000.0
1,4490000.0
1,4490000.0
1,4490000.0
1,4440000.0
1,4440000.0
1,4440000.0
1,4100000.0
0,4070000.0
1,4070000.0
1,3890000.0
1,3850000.0
0,3850000.0
0,3850000.0
1,3850000.0
1,3850000.0
1,3700000.0
0,3700000.0
1,3700000.0
1,3700000.0
0,3700000.0
1,3700000.0
1,3700000.0
0,3700000.0
1,3700000.0
1,3590000.0
1,3520000.0
1,3460000.0
1,3460000.0
1,3330000.0
1,3330000.0
1,3330000.0
0,3330000.0
1,3330000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,6692400.0
0,3210000.0
0,3210000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,3210000.0
1,4563000.0
1,4563000.0
1,4563000.0
1,4563000.0
0,3210000.0
1,3210000.0
1,3150000.0
1,3150000.0
0,3150000.0
1,2960000.0
1,2960000.0
0,2960000.0
1,2960000.0
1,2820000.0
1,2820000.0
1,2780000.0
0,2780000.0
0,2780000.0
0,2780000.0
1,2780000.0
1,2780000.0
1,2780000.0
1,2780000.0
1,2780000.0
1,2780000.0
0,2780000.0
1,2780000.0
1,2780000.0
0,2780000.0
0,2780000.0
0,2780000.0
1,2590000.0
1,2590000.0
1,2590000.0
0,2560000.0
1,2560000.0
1,2560000.0
1,2560000.0
0,2500000.0
1,2410000.0
0,2410000.0
0,2410000.0
0,2410000.0
0,2410000.0
1,2410000.0
1,2410000.0
0,2310000.0
1,2310000.0
1,2310000.0
1,2310000.0
1,2220000.0
1,2220000.0
1,2220000.0
0,2220000.0
0,2220000.0
1,2220000.0
1,2220000.0
1,2220000.0
1,2180000.0
1,2180000.0
1,2050000.0
1,2050000.0
1,2050000.0
1,2040000.0
1,2040000.0
1,1920000.0
1,1920000.0
1,1920000.0
1,1920000.0
1,1920000.0
1,1920000.0
0,1920000.0
0,1920000.0
1,1920000.0
1,1920000.0
1,1920000.0
0,1920000.0
0,1920000.0
0,1920000.0
0,1920000.0
1,1920000.0
0,1920000.0
1,1920000.0
1,1920000.0
1,1920000.0
0,1850000.0
1,1850000.0
1,1850000.0
1,1850000.0
1,1850000.0
1,1850000.0
0,1850000.0
0,1850000.0
1,1850000.0
1,1850000.0
0,1850000.0
0,1850000.0
0,1850000.0
0,1850000.0
1,1850000.0
1,1850000.0
1,1850000.0
1,1850000.0
0,1850000.0
0,1850000.0
0,1850000.0
1,1850000.0
1,1850000.0
0,1850000.0
1,1850000.0
0,1850000.0
1,1790000.0
1,1790000.0
1,1790000.0
1,1790000.0
1,1760000.0
1,1670000.0
0,1670000.0
1,1670000.0
1,1670000.0
1,1670000.0
1,1670000.0
0,1670000.0
0,1670000.0
1,1670000.0
0,1670000.0
0,1670000.0
0,1650000.0
0,1650000.0
0,1650000.0
0,1650000.0
0,2737800.0
0,2737800.0
0,2737800.0
0,2737800.0
0,1600000.0
1,1590000.0
1,1570000.0
1,1540000.0
1,1540000.0
1,1540000.0
1,1540000.0
1,1540000.0
1,1540000.0
0,1540000.0
0,1540000.0
1,1540000.0
1,1540000.0
0,2311920.0
0,2311920.0
1,2311920.0
1,2311920.0
0,1540000.0
1,1540000.0
1,1540000.0
1,1540000.0
0,1540000.0
1,1480000.0
1,1480000.0
0,1480000.0
0,1480000.0
0,1480000.0
0,1480000.0
0,1480000.0
1,1480000.0
0,1480000.0
1,1480000.0
1,1480000.0
1,1480000.0
1,1480000.0
1,1480000.0
1,1480000.0
1,1480000.0
1,1480000.0
1,1480000.0
0,1480000.0
0,1480000.0
0,1480000.0
0,1410000.0
1,1410000.0
0,1390000.0
1,1390000.0
1,1300000.0
0,1300000.0
1,1300000.0
1,1300000.0
1,1300000.0
0,1300000.0
0,1300000.0
1,3832920.0
1,3832920.0
0,3832920.0
0,3832920.0
0,1300000.0
0,1300000.0
0,1300000.0
0,1300000.0
1,1300000.0
1,1300000.0
1,1300000.0
1,1300000.0
0,1300000.0
1,1300000.0
0,1300000.0
0,1300000.0
0,1300000.0
1,1300000.0
1,1300000.0
1,1280000.0
1,1280000.0
1,1280000.0
1,1280000.0
1,1280000.0
0,1280000.0
0,1280000.0
1,1280000.0
1,1280000.0
1,1280000.0
1,1280000.0
0,1280000.0
1,1280000.0
1,1280000.0
1,1280000.0
1,1280000.0
1,1260000.0
1,1260000.0
1,1240000.0
1,1230000.0
0,1210000.0
0,1200000.0
1,1150000.0
1,1150000.0
1,1150000.0
1,1150000.0
1,1150000.0
0,1150000.0
1,1150000.0
1,1120000.0
0,1110000.0
0,1110000.0
1,1110000.0
1,1110000.0
1,1110000.0
1,1110000.0
1,1110000.0
1,1110000.0
0,1110000.0
0,1110000.0
0,1110000.0
0,1110000.0
0,1110000.0
0,1110000.0
0,1110000.0
1,1110000.0
1,1110000.0
0,1110000.0
1,1110000.0
0,1110000.0
0,1110000.0
1,1110000.0
1,1110000.0
1,1090000.0
0,1060000.0
0,1040000.0
0,1030000.0
1,1030000.0
1,1030000.0
1,1030000.0
1,1030000.0
1,1030000.0
1,1030000.0
1,1030000.0
1,1030000.0
0,1030000.0
0,1030000.0
0,1030000.0
0,1030000.0
0,1030000.0
1,1020000.0
0,1000000.0
0,1000000.0
1,1000000.0
1,1000000.0
0,1000000.0
1,960000.0
1,960000.0
1,940000.0
1,930000.0
1,930000.0
0,930000.0
1,930000.0
0,930000.0
1,930000.0
1,930000.0
0,930000.0
0,930000.0
1,930000.0
0,930000.0
1,930000.0
1,930000.0
1,930000.0
0,930000.0
1,930000.0
0,930000.0
1,930000.0
1,930000.0
0,930000.0
0,930000.0
1,2737800.0
1,2737800.0
0,2737800.0
0,2737800.0
1,930000.0
0,930000.0
1,910000.0
1,900000.0
0,900000.0
0,900000.0
1,900000.0
1,900000.0
1,900000.0
1,900000.0
1,900000.0
1,900000.0
0,900000.0
1,900000.0
1,900000.0
1,900000.0
1,900000.0
0,900000.0
1,890000.0
1,830000.0
1,830000.0
1,830000.0
1,830000.0
0,830000.0
0,830000.0
1,830000.0
1,830000.0
1,830000.0
1,770000.0
1,770000.0
1,770000.0
0,770000.0
0,770000.0
0,770000.0
0,770000.0
1,770000.0
1,770000.0
1,770000.0
1,770000.0
1,770000.0
0,770000.0
1,770000.0
0,770000.0
0,740000.0
1,740000.0
0,740000.0
0,740000.0
1,740000.0
1,740000.0
0,740000.0
1,740000.0
1,740000.0
1,740000.0
0,740000.0
0,740000.0
0,740000.0
0,740000.0
0,740000.0
0,740000.0
1,740000.0
1,740000.0
0,740000.0
0,740000.0
0,710000.0
1,710000.0
1,710000.0
1,650000.0
1,650000.0
0,650000.0
0,650000.0
