,age,annual_wages_eur,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls_90,ast_90,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,touches,att_pen,att,succ,carries,totdist,mis,dis,rec,position_defence,position_forward,position_goalkeeper,position_midfield
0,30.0,22000000.0,25.0,25.0,25.0,15.8,7.0,5.0,12.0,6.0,1.0,2.0,2.0,0.0,8.9,7.2,3.9,11.1,59.0,43.0,164.0,0.44,0.32,0.76,0.38,0.69,0.56,0.25,0.81,0.46,0.7,622.0,130.0,53.0,24.0,410.0,2602.0,53.0,14.0,486.0,0.0,1.0,0.0,0.0
1,36.0,21000000.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,528.0,2.0,0.0,0.0,338.0,1534.0,1.0,0.0,318.0,0.0,0.0,1.0,0.0
2,32.0,20500000.0,27.0,27.0,27.0,18.5,7.0,8.0,15.0,7.0,0.0,0.0,0.0,0.0,8.9,8.9,6.6,15.5,33.0,88.0,182.0,0.38,0.43,0.81,0.38,0.81,0.48,0.36,0.84,0.48,0.84,1020.0,114.0,18.0,9.0,574.0,2013.0,49.0,20.0,791.0,0.0,1.0,0.0,0.0
3,26.0,20000000.0,32.0,32.0,32.0,22.3,8.0,7.0,15.0,8.0,0.0,0.0,4.0,0.0,8.5,8.5,4.3,12.8,77.0,134.0,198.0,0.36,0.31,0.67,0.36,0.67,0.38,0.19,0.57,0.38,0.57,1379.0,101.0,136.0,75.0,941.0,6150.0,60.0,60.0,1134.0,0.0,0.0,0.0,1.0
4,27.0,19500000.0,33.0,33.0,33.0,31.2,5.0,6.0,11.0,4.0,1.0,1.0,6.0,1.0,2.2,1.4,7.0,8.4,42.0,315.0,56.0,0.16,0.19,0.35,0.13,0.32,0.07,0.22,0.3,0.05,0.27,3073.0,20.0,25.0,13.0,1762.0,8923.0,26.0,26.0,2065.0,0.0,0.0,0.0,1.0
5,26.0,18870000.0,29.0,29.0,29.0,23.5,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,2.2,4.4,37.0,137.0,57.0,0.08,0.13,0.21,0.08,0.21,0.09,0.09,0.19,0.09,0.19,2031.0,40.0,10.0,9.0,1321.0,6298.0,10.0,8.0,1527.0,1.0,0.0,0.0,0.0
6,27.0,18870000.0,34.0,34.0,34.0,21.6,14.0,5.0,19.0,13.0,1.0,1.0,0.0,0.0,11.2,10.4,5.3,15.7,74.0,82.0,217.0,0.65,0.23,0.88,0.6,0.83,0.52,0.25,0.76,0.48,0.73,1149.0,146.0,64.0,28.0,747.0,4275.0,51.0,26.0,880.0,0.0,1.0,0.0,0.0
7,27.0,18000000.0,27.0,27.0,27.0,19.2,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,4.7,4.7,2.3,7.1,42.0,114.0,62.0,0.16,0.1,0.26,0.16,0.26,0.25,0.12,0.37,0.25,0.37,1272.0,43.0,17.0,9.0,646.0,3087.0,20.0,11.0,817.0,0.0,0.0,0.0,1.0
8,26.0,17000000.0,24.0,24.0,24.0,15.7,8.0,5.0,13.0,8.0,0.0,0.0,2.0,1.0,4.6,4.6,5.5,10.1,98.0,70.0,296.0,0.51,0.32,0.83,0.51,0.83,0.29,0.35,0.65,0.29,0.65,1006.0,94.0,92.0,47.0,723.0,4737.0,48.0,20.0,808.0,0.0,1.0,0.0,0.0
9,22.0,16000000.0,31.0,31.0,31.0,26.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.1,1.1,0.5,1.6,17.0,143.0,14.0,0.11,0.04,0.15,0.11,0.15,0.04,0.02,0.06,0.04,0.06,2322.0,39.0,4.0,0.0,1592.0,7491.0,11.0,3.0,1704.0,1.0,0.0,0.0,0.0
10,28.0,15280000.0,15.0,15.0,15.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,2.3,3.0,51.0,61.0,90.0,0.09,0.36,0.44,0.09,0.44,0.06,0.21,0.26,0.06,0.26,1014.0,38.0,65.0,34.0,636.0,3732.0,20.0,9.0,701.0,1.0,0.0,0.0,0.0
11,28.0,15280000.0,15.0,15.0,15.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,2.3,3.0,51.0,61.0,90.0,0.09,0.36,0.44,0.09,0.44,0.06,0.21,0.26,0.06,0.26,1363.0,47.0,61.0,31.0,840.0,4920.0,18.0,14.0,1020.0,1.0,0.0,0.0,0.0
12,28.0,15280000.0,17.0,17.0,17.0,14.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.8,0.8,0.9,1.7,73.0,106.0,125.0,0.14,0.07,0.21,0.14,0.21,0.06,0.06,0.12,0.06,0.12,1014.0,38.0,65.0,34.0,636.0,3732.0,20.0,9.0,701.0,1.0,0.0,0.0,0.0
13,28.0,15280000.0,17.0,17.0,17.0,14.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.8,0.8,0.9,1.7,73.0,106.0,125.0,0.14,0.07,0.21,0.14,0.21,0.06,0.06,0.12,0.06,0.12,1363.0,47.0,61.0,31.0,840.0,4920.0,18.0,14.0,1020.0,1.0,0.0,0.0,0.0
14,28.0,15210000.0,15.0,15.0,15.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,2.3,3.0,51.0,61.0,90.0,0.09,0.36,0.44,0.09,0.44,0.06,0.21,0.26,0.06,0.26,1014.0,38.0,65.0,34.0,636.0,3732.0,20.0,9.0,701.0,1.0,0.0,0.0,0.0
15,28.0,15210000.0,15.0,15.0,15.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,2.3,3.0,51.0,61.0,90.0,0.09,0.36,0.44,0.09,0.44,0.06,0.21,0.26,0.06,0.26,1363.0,47.0,61.0,31.0,840.0,4920.0,18.0,14.0,1020.0,1.0,0.0,0.0,0.0
16,28.0,15210000.0,17.0,17.0,17.0,14.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.8,0.8,0.9,1.7,73.0,106.0,125.0,0.14,0.07,0.21,0.14,0.21,0.06,0.06,0.12,0.06,0.12,1014.0,38.0,65.0,34.0,636.0,3732.0,20.0,9.0,701.0,1.0,0.0,0.0,0.0
17,28.0,15210000.0,17.0,17.0,17.0,14.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.8,0.8,0.9,1.7,73.0,106.0,125.0,0.14,0.07,0.21,0.14,0.21,0.06,0.06,0.12,0.06,0.12,1363.0,47.0,61.0,31.0,840.0,4920.0,18.0,14.0,1020.0,1.0,0.0,0.0,0.0
18,26.0,15000000.0,7.0,7.0,7.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,3.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,407.0,2.0,3.0,1.0,267.0,1151.0,1.0,0.0,302.0,1.0,0.0,0.0,0.0
19,28.0,12500000.0,15.0,15.0,15.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,548.0,9.0,3.0,1.0,312.0,1283.0,6.0,3.0,368.0,0.0,0.0,0.0,1.0
20,28.0,12500000.0,15.0,15.0,15.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,377.0,20.0,3.0,1.0,209.0,751.0,9.0,5.0,247.0,0.0,0.0,0.0,1.0
21,28.0,12500000.0,11.0,11.0,11.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24,548.0,9.0,3.0,1.0,312.0,1283.0,6.0,3.0,368.0,0.0,0.0,0.0,1.0
22,28.0,12500000.0,11.0,11.0,11.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24,377.0,20.0,3.0,1.0,209.0,751.0,9.0,5.0,247.0,0.0,0.0,0.0,1.0
23,28.0,12776400.0,15.0,15.0,15.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,548.0,9.0,3.0,1.0,312.0,1283.0,6.0,3.0,368.0,0.0,0.0,0.0,1.0
24,28.0,12776400.0,15.0,15.0,15.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,377.0,20.0,3.0,1.0,209.0,751.0,9.0,5.0,247.0,0.0,0.0,0.0,1.0
25,28.0,12776400.0,11.0,11.0,11.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24,548.0,9.0,3.0,1.0,312.0,1283.0,6.0,3.0,368.0,0.0,0.0,0.0,1.0
26,28.0,12776400.0,11.0,11.0,11.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24,377.0,20.0,3.0,1.0,209.0,751.0,9.0,5.0,247.0,0.0,0.0,0.0,1.0
27,21.0,11250000.0,26.0,26.0,26.0,22.7,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,3.7,5.4,117.0,133.0,158.0,0.04,0.18,0.22,0.04,0.22,0.07,0.16,0.24,0.07,0.24,1859.0,84.0,140.0,70.0,1226.0,7671.0,50.0,27.0,1229.0,1.0,0.0,0.0,0.0
28,33.0,11000000.0,25.0,25.0,25.0,15.0,6.0,4.0,10.0,5.0,1.0,1.0,4.0,0.0,5.1,4.3,2.6,6.9,33.0,45.0,78.0,0.4,0.27,0.67,0.33,0.6,0.34,0.17,0.51,0.29,0.46,731.0,61.0,25.0,9.0,426.0,2098.0,29.0,16.0,510.0,0.0,0.0,0.0,1.0
29,28.0,11000000.0,19.0,19.0,19.0,13.6,9.0,3.0,12.0,9.0,0.0,1.0,1.0,0.0,8.4,7.7,2.3,10.0,11.0,22.0,65.0,0.66,0.22,0.88,0.66,0.88,0.62,0.17,0.79,0.56,0.73,417.0,68.0,16.0,9.0,203.0,788.0,18.0,15.0,305.0,0.0,1.0,0.0,0.0
30,24.0,10000000.0,25.0,25.0,25.0,21.1,16.0,4.0,20.0,13.0,3.0,4.0,4.0,0.0,14.4,11.3,4.3,15.6,43.0,71.0,176.0,0.76,0.19,0.95,0.62,0.81,0.68,0.2,0.89,0.54,0.74,854.0,128.0,77.0,38.0,588.0,2929.0,45.0,38.0,672.0,0.0,1.0,0.0,0.0
31,26.0,10000000.0,27.0,27.0,27.0,21.5,9.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,9.1,9.1,3.1,12.2,65.0,51.0,209.0,0.42,0.14,0.56,0.42,0.56,0.42,0.15,0.57,0.42,0.57,904.0,133.0,64.0,27.0,578.0,3302.0,53.0,21.0,716.0,0.0,1.0,0.0,0.0
32,33.0,10000000.0,30.0,30.0,30.0,22.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,1.1,3.3,21.0,114.0,6.0,0.04,0.0,0.04,0.04,0.04,0.1,0.05,0.15,0.1,0.15,1952.0,31.0,10.0,6.0,1236.0,6862.0,4.0,8.0,1310.0,1.0,0.0,0.0,0.0
33,30.0,10000000.0,10.0,10.0,10.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.7,9.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,503.0,11.0,10.0,4.0,273.0,1150.0,8.0,5.0,306.0,1.0,0.0,0.0,0.0
34,23.0,10000000.0,29.0,29.0,29.0,26.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.7,0.7,0.3,1.0,31.0,169.0,7.0,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,2569.0,18.0,15.0,10.0,1844.0,9367.0,19.0,10.0,1895.0,1.0,0.0,0.0,0.0
35,20.0,9200000.0,24.0,24.0,24.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.5,1.4,11.0,44.0,31.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.21,0.14,0.21,483.0,11.0,19.0,11.0,301.0,1632.0,21.0,13.0,344.0,0.0,0.0,0.0,1.0
36,28.0,8800000.0,27.0,27.0,27.0,21.1,2.0,1.0,3.0,1.0,1.0,1.0,8.0,0.0,1.6,0.8,1.3,2.1,34.0,99.0,12.0,0.09,0.05,0.14,0.05,0.09,0.08,0.06,0.14,0.04,0.1,1510.0,18.0,25.0,13.0,927.0,4997.0,15.0,11.0,1015.0,0.0,0.0,0.0,1.0
37,24.0,8000000.0,19.0,19.0,19.0,11.9,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.9,3.0,39.0,99.0,81.0,0.08,0.33,0.42,0.08,0.42,0.09,0.16,0.25,0.09,0.25,977.0,27.0,27.0,18.0,569.0,2683.0,11.0,5.0,680.0,1.0,0.0,0.0,0.0
38,28.0,7550000.0,34.0,34.0,34.0,34.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,1.9,1.9,0.9,2.9,23.0,122.0,11.0,0.12,0.03,0.15,0.12,0.15,0.06,0.03,0.08,0.06,0.08,2230.0,46.0,4.0,2.0,1305.0,7344.0,12.0,4.0,1412.0,1.0,0.0,0.0,0.0
39,24.0,7550000.0,28.0,28.0,28.0,18.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,4.6,5.2,44.0,69.0,127.0,0.0,0.11,0.11,0.0,0.11,0.03,0.25,0.28,0.03,0.28,1367.0,34.0,34.0,8.0,721.0,3092.0,17.0,9.0,817.0,1.0,0.0,0.0,0.0
40,26.0,7000000.0,32.0,32.0,32.0,26.6,9.0,8.0,17.0,9.0,0.0,0.0,2.0,0.0,5.2,5.2,9.2,14.3,67.0,119.0,218.0,0.34,0.3,0.64,0.34,0.64,0.19,0.34,0.54,0.19,0.54,1634.0,80.0,81.0,41.0,989.0,5335.0,50.0,35.0,1186.0,0.0,0.0,0.0,1.0
41,30.0,6600000.0,30.0,30.0,30.0,16.5,6.0,4.0,10.0,4.0,2.0,2.0,2.0,0.0,4.9,3.3,2.3,5.6,20.0,67.0,77.0,0.36,0.24,0.61,0.24,0.49,0.3,0.14,0.43,0.2,0.34,672.0,28.0,29.0,15.0,430.0,1978.0,28.0,12.0,497.0,0.0,0.0,0.0,1.0
42,34.0,6000000.0,19.0,19.0,19.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,4.3,4.3,1.1,5.4,3.0,8.0,36.0,0.22,0.11,0.33,0.22,0.33,0.48,0.12,0.6,0.48,0.6,219.0,34.0,4.0,0.0,91.0,299.0,18.0,9.0,142.0,0.0,1.0,0.0,0.0
43,26.0,6000000.0,14.0,14.0,14.0,10.5,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,4.6,4.6,0.6,5.1,8.0,11.0,68.0,0.29,0.1,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49,358.0,48.0,16.0,7.0,195.0,697.0,28.0,13.0,298.0,0.0,1.0,0.0,0.0
44,32.0,5600000.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,142.0,625.0,0.0,0.0,119.0,0.0,0.0,1.0,0.0
45,28.0,5500000.0,32.0,32.0,32.0,30.7,5.0,3.0,8.0,2.0,3.0,5.0,5.0,0.0,5.0,1.0,4.9,5.9,29.0,150.0,19.0,0.16,0.1,0.26,0.07,0.16,0.16,0.16,0.32,0.03,0.19,1927.0,11.0,17.0,8.0,974.0,4616.0,18.0,22.0,1064.0,0.0,0.0,0.0,1.0
46,26.0,5400000.0,8.0,8.0,8.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,11.0,24.0,3.0,0.19,0.0,0.19,0.19,0.19,0.07,0.02,0.09,0.07,0.09,443.0,8.0,5.0,3.0,277.0,1519.0,3.0,6.0,305.0,1.0,0.0,0.0,0.0
47,26.0,5200000.0,15.0,15.0,15.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,5.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,873.0,5.0,2.0,1.0,549.0,2340.0,3.0,4.0,634.0,1.0,0.0,0.0,0.0
48,26.0,5000000.0,31.0,31.0,31.0,19.3,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,9.2,9.2,2.9,12.0,35.0,37.0,142.0,0.21,0.16,0.36,0.21,0.36,0.47,0.15,0.62,0.47,0.62,717.0,120.0,61.0,21.0,478.0,2386.0,65.0,43.0,556.0,0.0,1.0,0.0,0.0
49,20.0,5000000.0,24.0,24.0,24.0,15.4,6.0,5.0,11.0,6.0,0.0,1.0,9.0,0.0,5.0,4.3,3.7,8.0,49.0,47.0,131.0,0.39,0.32,0.71,0.39,0.71,0.33,0.24,0.57,0.28,0.52,676.0,65.0,94.0,34.0,455.0,3163.0,43.0,26.0,478.0,0.0,1.0,0.0,0.0
50,26.0,5000000.0,30.0,30.0,30.0,27.0,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,2.5,2.5,2.4,5.0,37.0,202.0,65.0,0.15,0.04,0.19,0.15,0.19,0.09,0.09,0.18,0.09,0.18,2699.0,47.0,6.0,0.0,1660.0,7436.0,11.0,2.0,1947.0,1.0,0.0,0.0,0.0
51,19.0,5000000.0,33.0,33.0,33.0,24.4,12.0,10.0,22.0,12.0,0.0,0.0,1.0,0.0,8.0,8.0,6.6,14.6,89.0,124.0,196.0,0.49,0.41,0.9,0.49,0.9,0.33,0.27,0.6,0.33,0.6,1401.0,144.0,152.0,77.0,1018.0,6027.0,79.0,70.0,1089.0,0.0,0.0,0.0,1.0
52,32.0,4900000.0,8.0,8.0,8.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.0,5.0,1.0,41.0,183.0,1.0,2.0,55.0,0.0,1.0,0.0,0.0
53,29.0,4720000.0,29.0,29.0,29.0,19.7,2.0,9.0,11.0,1.0,1.0,2.0,5.0,0.0,5.0,3.4,4.0,7.4,41.0,94.0,156.0,0.1,0.46,0.56,0.05,0.51,0.25,0.2,0.46,0.17,0.38,947.0,57.0,31.0,16.0,568.0,2803.0,39.0,22.0,727.0,0.0,1.0,0.0,0.0
54,22.0,4720000.0,28.0,28.0,28.0,25.0,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,1.6,1.6,1.7,3.3,39.0,159.0,14.0,0.16,0.2,0.36,0.16,0.36,0.06,0.07,0.13,0.06,0.13,2173.0,23.0,19.0,11.0,1342.0,6598.0,14.0,8.0,1510.0,1.0,0.0,0.0,0.0
55,25.0,4700000.0,33.0,33.0,33.0,29.1,0.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,7.2,8.3,24.0,108.0,120.0,0.0,0.28,0.28,0.0,0.28,0.04,0.25,0.28,0.04,0.28,1798.0,32.0,28.0,13.0,818.0,3134.0,27.0,15.0,966.0,1.0,0.0,0.0,0.0
56,32.0,4510000.0,27.0,27.0,27.0,15.2,4.0,3.0,7.0,4.0,0.0,0.0,3.0,1.0,2.4,2.4,2.1,4.5,17.0,52.0,69.0,0.26,0.2,0.46,0.26,0.46,0.16,0.14,0.3,0.16,0.3,628.0,41.0,21.0,10.0,324.0,1557.0,22.0,18.0,374.0,0.0,0.0,0.0,1.0
57,23.0,4500000.0,26.0,26.0,26.0,19.0,9.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,9.1,9.1,4.4,13.5,87.0,60.0,182.0,0.47,0.32,0.79,0.47,0.79,0.48,0.23,0.71,0.48,0.71,869.0,101.0,115.0,51.0,628.0,4019.0,38.0,40.0,715.0,0.0,1.0,0.0,0.0
58,32.0,4400000.0,22.0,22.0,22.0,8.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,0.9,7.0,42.0,7.0,0.0,0.11,0.11,0.0,0.11,0.02,0.09,0.11,0.02,0.11,547.0,4.0,3.0,0.0,247.0,1017.0,12.0,8.0,306.0,0.0,0.0,0.0,1.0
59,24.0,4200000.0,23.0,23.0,23.0,14.2,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,4.5,7.4,34.0,68.0,86.0,0.14,0.35,0.49,0.14,0.49,0.21,0.32,0.52,0.21,0.52,802.0,53.0,74.0,38.0,508.0,2620.0,45.0,30.0,599.0,0.0,0.0,0.0,1.0
60,21.0,4200000.0,31.0,31.0,31.0,27.2,6.0,8.0,14.0,5.0,1.0,1.0,5.0,2.0,5.5,4.7,8.1,12.9,75.0,151.0,157.0,0.22,0.29,0.52,0.18,0.48,0.2,0.3,0.5,0.17,0.47,1908.0,56.0,105.0,53.0,1134.0,6004.0,57.0,33.0,1294.0,0.0,0.0,0.0,1.0
61,29.0,4200000.0,33.0,33.0,33.0,32.8,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,0.4,3.4,16.0,153.0,9.0,0.12,0.0,0.12,0.12,0.12,0.09,0.01,0.1,0.09,0.1,3000.0,55.0,17.0,8.0,2032.0,9699.0,13.0,8.0,2167.0,1.0,0.0,0.0,0.0
62,33.0,4000000.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,420.0,1803.0,0.0,0.0,405.0,0.0,0.0,1.0,0.0
63,33.0,4000000.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,0.0,2.0,2.0,525.0,2377.0,0.0,1.0,505.0,0.0,0.0,1.0,0.0
64,33.0,4000000.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,420.0,1803.0,0.0,0.0,405.0,0.0,0.0,1.0,0.0
65,33.0,4000000.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,0.0,2.0,2.0,525.0,2377.0,0.0,1.0,505.0,0.0,0.0,1.0,0.0
66,24.0,4000000.0,22.0,22.0,22.0,16.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,0.9,23.0,77.0,12.0,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06,1090.0,3.0,24.0,13.0,680.0,3392.0,21.0,14.0,734.0,0.0,0.0,0.0,1.0
67,28.0,4000000.0,19.0,19.0,19.0,4.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,1.8,3.1,10.0,7.0,40.0,0.44,0.22,0.66,0.44,0.66,0.29,0.39,0.68,0.29,0.68,198.0,28.0,9.0,6.0,125.0,616.0,27.0,10.0,165.0,0.0,1.0,0.0,0.0
68,26.0,4000000.0,9.0,9.0,9.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,5.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24,302.0,2.0,5.0,3.0,153.0,736.0,6.0,4.0,218.0,0.0,0.0,0.0,1.0
69,21.0,4000000.0,14.0,14.0,14.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.9,30.0,31.0,44.0,0.0,0.15,0.15,0.0,0.15,0.03,0.11,0.14,0.03,0.14,288.0,10.0,28.0,14.0,193.0,1610.0,7.0,14.0,240.0,0.0,1.0,0.0,0.0
70,17.0,4000000.0,22.0,22.0,22.0,4.6,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,2.7,2.7,0.7,3.3,12.0,11.0,59.0,1.08,0.0,1.08,1.08,1.08,0.58,0.14,0.72,0.58,0.72,240.0,37.0,30.0,10.0,164.0,948.0,24.0,11.0,189.0,0.0,1.0,0.0,0.0
71,26.0,3960000.0,23.0,23.0,23.0,21.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.1,0.3,0.6,0.8,7.0,82.0,7.0,0.05,0.0,0.05,0.0,0.0,0.05,0.03,0.08,0.01,0.04,1348.0,12.0,13.0,9.0,745.0,2991.0,2.0,2.0,979.0,0.0,0.0,0.0,1.0
72,34.0,3830000.0,32.0,32.0,32.0,20.3,5.0,0.0,5.0,5.0,0.0,1.0,5.0,0.0,6.3,5.5,2.3,7.9,5.0,19.0,68.0,0.25,0.0,0.25,0.25,0.25,0.31,0.12,0.43,0.27,0.39,505.0,87.0,13.0,2.0,218.0,671.0,43.0,16.0,362.0,0.0,1.0,0.0,0.0
73,34.0,3800000.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.9,4.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.29,0.25,0.29,144.0,18.0,4.0,2.0,68.0,317.0,4.0,3.0,105.0,0.0,0.0,0.0,1.0
74,25.0,3800000.0,30.0,30.0,30.0,24.3,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,1.2,1.2,1.8,3.0,48.0,109.0,149.0,0.08,0.08,0.16,0.08,0.16,0.05,0.07,0.12,0.05,0.12,1856.0,49.0,38.0,20.0,1076.0,4998.0,32.0,17.0,1156.0,1.0,0.0,0.0,0.0
