,age,annual_wages_eur,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls_90,ast_90,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,touches,att_pen,att,succ,carries,totdist,mis,dis,rec,position_defence,position_forward,position_goalkeeper,position_midfield
75,24.0,3780000.0,26.0,26.0,26.0,17.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.5,1.1,6.0,81.0,23.0,0.0,0.06,0.06,0.0,0.06,0.03,0.03,0.06,0.03,0.06,1171.0,7.0,12.0,6.0,663.0,2578.0,18.0,21.0,759.0,0.0,0.0,0.0,1.0
76,33.0,3780000.0,10.0,10.0,10.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,32.0,7.0,0.18,0.0,0.18,0.18,0.18,0.06,0.04,0.1,0.06,0.1,368.0,8.0,7.0,4.0,172.0,681.0,8.0,2.0,244.0,0.0,0.0,0.0,1.0
77,28.0,3600000.0,29.0,29.0,29.0,20.7,6.0,4.0,10.0,6.0,0.0,0.0,3.0,0.0,5.7,5.7,2.2,7.9,12.0,82.0,88.0,0.29,0.19,0.48,0.29,0.48,0.28,0.11,0.38,0.28,0.38,856.0,55.0,16.0,4.0,468.0,2089.0,22.0,10.0,557.0,0.0,0.0,0.0,1.0
78,31.0,3500000.0,29.0,29.0,29.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,2.0,2.4,26.0,79.0,60.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1,1482.0,41.0,48.0,21.0,772.0,3287.0,26.0,30.0,1013.0,0.0,0.0,0.0,1.0
79,31.0,3500000.0,30.0,30.0,30.0,15.2,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,1.1,1.1,1.0,2.2,23.0,80.0,15.0,0.13,0.13,0.26,0.13,0.26,0.07,0.07,0.14,0.07,0.14,1016.0,4.0,12.0,9.0,652.0,3395.0,19.0,10.0,707.0,0.0,0.0,0.0,1.0
80,28.0,3500000.0,27.0,27.0,27.0,25.4,4.0,12.0,16.0,4.0,0.0,0.0,4.0,0.0,2.7,2.7,7.6,10.3,85.0,191.0,163.0,0.16,0.47,0.63,0.16,0.63,0.11,0.3,0.41,0.11,0.41,2028.0,68.0,47.0,27.0,1175.0,6066.0,28.0,18.0,1340.0,1.0,0.0,0.0,0.0
81,32.0,3500000.0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,0.0,0.0,0.0,493.0,2258.0,0.0,0.0,417.0,0.0,0.0,1.0,0.0
82,30.0,3500000.0,32.0,32.0,32.0,30.4,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,3.2,3.2,5.3,8.5,57.0,149.0,212.0,0.1,0.03,0.13,0.1,0.13,0.11,0.17,0.28,0.11,0.28,1820.0,78.0,75.0,25.0,1043.0,4368.0,56.0,46.0,1325.0,0.0,0.0,0.0,1.0
83,33.0,3500000.0,19.0,19.0,19.0,12.4,10.0,2.0,12.0,10.0,0.0,1.0,0.0,0.0,6.1,5.3,1.9,7.3,11.0,43.0,77.0,0.81,0.16,0.97,0.81,0.97,0.49,0.16,0.65,0.43,0.59,407.0,68.0,29.0,20.0,252.0,960.0,32.0,16.0,317.0,0.0,1.0,0.0,0.0
84,30.0,3470000.0,6.0,6.0,6.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,191.0,0.0,6.0,2.0,105.0,321.0,1.0,2.0,112.0,0.0,0.0,0.0,1.0
85,30.0,3470000.0,6.0,6.0,6.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,188.0,7.0,0.0,0.0,113.0,361.0,4.0,3.0,138.0,0.0,0.0,0.0,1.0
86,30.0,3470000.0,8.0,8.0,8.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.2,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,191.0,0.0,6.0,2.0,105.0,321.0,1.0,2.0,112.0,0.0,0.0,0.0,1.0
87,30.0,3470000.0,8.0,8.0,8.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.2,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,188.0,7.0,0.0,0.0,113.0,361.0,4.0,3.0,138.0,0.0,0.0,0.0,1.0
88,30.0,3470000.0,6.0,6.0,6.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,191.0,0.0,6.0,2.0,105.0,321.0,1.0,2.0,112.0,0.0,0.0,0.0,1.0
89,30.0,3470000.0,6.0,6.0,6.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,188.0,7.0,0.0,0.0,113.0,361.0,4.0,3.0,138.0,0.0,0.0,0.0,1.0
90,30.0,3470000.0,8.0,8.0,8.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.2,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,191.0,0.0,6.0,2.0,105.0,321.0,1.0,2.0,112.0,0.0,0.0,0.0,1.0
91,30.0,3470000.0,8.0,8.0,8.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.2,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,188.0,7.0,0.0,0.0,113.0,361.0,4.0,3.0,138.0,0.0,0.0,0.0,1.0
92,30.0,3400000.0,34.0,34.0,34.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.7,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,1653.0,1.0,0.0,0.0,1030.0,4948.0,0.0,0.0,884.0,0.0,0.0,1.0,0.0
93,27.0,3300000.0,25.0,25.0,25.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,2.9,4.0,60.0,91.0,151.0,0.06,0.06,0.11,0.06,0.11,0.07,0.16,0.23,0.07,0.23,1265.0,50.0,62.0,34.0,711.0,3580.0,27.0,12.0,826.0,1.0,0.0,0.0,0.0
94,32.0,3300000.0,32.0,32.0,32.0,31.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,3.9,5.6,54.0,129.0,122.0,0.0,0.06,0.06,0.0,0.06,0.05,0.12,0.18,0.05,0.18,2247.0,56.0,59.0,33.0,1125.0,5762.0,36.0,19.0,1226.0,1.0,0.0,0.0,0.0
95,29.0,3200000.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.0,0.4,2.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,951.0,7.0,5.0,2.0,479.0,2169.0,1.0,1.0,494.0,1.0,0.0,0.0,0.0
96,24.0,3200000.0,30.0,30.0,30.0,27.9,13.0,6.0,19.0,13.0,0.0,0.0,3.0,0.0,16.5,16.5,5.2,21.8,75.0,46.0,170.0,0.47,0.21,0.68,0.47,0.68,0.59,0.19,0.78,0.59,0.78,945.0,175.0,92.0,41.0,603.0,3764.0,112.0,50.0,717.0,0.0,1.0,0.0,0.0
97,29.0,3200000.0,25.0,25.0,25.0,17.2,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,2.2,2.2,3.0,5.2,22.0,86.0,21.0,0.23,0.17,0.41,0.23,0.41,0.13,0.17,0.31,0.13,0.31,1253.0,16.0,24.0,8.0,624.0,3184.0,25.0,21.0,817.0,0.0,0.0,0.0,1.0
98,27.0,3200000.0,23.0,23.0,23.0,10.3,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.5,3.5,2.5,6.0,11.0,32.0,45.0,0.39,0.1,0.49,0.39,0.49,0.34,0.24,0.58,0.34,0.58,344.0,48.0,11.0,6.0,167.0,769.0,23.0,10.0,256.0,0.0,1.0,0.0,0.0
99,32.0,3150000.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503.0,0.0,0.0,0.0,903.0,4083.0,0.0,0.0,757.0,0.0,0.0,1.0,0.0
100,22.0,3150000.0,30.0,30.0,30.0,26.5,2.0,2.0,4.0,2.0,0.0,0.0,12.0,2.0,1.3,1.3,1.3,2.6,23.0,76.0,13.0,0.08,0.08,0.15,0.08,0.15,0.05,0.05,0.1,0.05,0.1,1588.0,26.0,30.0,15.0,899.0,4654.0,25.0,7.0,968.0,1.0,0.0,0.0,0.0
101,25.0,3130000.0,32.0,32.0,32.0,22.5,4.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,1.9,1.9,1.6,3.5,33.0,78.0,48.0,0.18,0.09,0.27,0.18,0.27,0.09,0.07,0.16,0.09,0.16,936.0,32.0,74.0,36.0,463.0,2623.0,35.0,32.0,465.0,0.0,0.0,0.0,1.0
102,24.0,3000000.0,13.0,13.0,13.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,4.0,4.0,20.0,0.22,0.0,0.22,0.22,0.22,0.11,0.1,0.21,0.11,0.21,148.0,16.0,8.0,3.0,82.0,444.0,24.0,6.0,96.0,0.0,1.0,0.0,0.0
103,24.0,3000000.0,13.0,13.0,13.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,4.0,4.0,20.0,0.22,0.0,0.22,0.22,0.22,0.11,0.1,0.21,0.11,0.21,46.0,5.0,3.0,1.0,28.0,202.0,3.0,2.0,31.0,0.0,1.0,0.0,0.0
104,24.0,3000000.0,4.0,4.0,4.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,2.0,9.0,0.0,0.46,0.46,0.0,0.46,0.02,0.18,0.2,0.02,0.2,148.0,16.0,8.0,3.0,82.0,444.0,24.0,6.0,96.0,0.0,1.0,0.0,0.0
105,24.0,3000000.0,4.0,4.0,4.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,2.0,9.0,0.0,0.46,0.46,0.0,0.46,0.02,0.18,0.2,0.02,0.2,46.0,5.0,3.0,1.0,28.0,202.0,3.0,2.0,31.0,0.0,1.0,0.0,0.0
106,24.0,3000000.0,13.0,13.0,13.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,4.0,4.0,20.0,0.22,0.0,0.22,0.22,0.22,0.11,0.1,0.21,0.11,0.21,148.0,16.0,8.0,3.0,82.0,444.0,24.0,6.0,96.0,0.0,1.0,0.0,0.0
107,24.0,3000000.0,13.0,13.0,13.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,4.0,4.0,20.0,0.22,0.0,0.22,0.22,0.22,0.11,0.1,0.21,0.11,0.21,46.0,5.0,3.0,1.0,28.0,202.0,3.0,2.0,31.0,0.0,1.0,0.0,0.0
108,24.0,3000000.0,4.0,4.0,4.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,2.0,9.0,0.0,0.46,0.46,0.0,0.46,0.02,0.18,0.2,0.02,0.2,148.0,16.0,8.0,3.0,82.0,444.0,24.0,6.0,96.0,0.0,1.0,0.0,0.0
109,24.0,3000000.0,4.0,4.0,4.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,2.0,9.0,0.0,0.46,0.46,0.0,0.46,0.02,0.18,0.2,0.02,0.2,46.0,5.0,3.0,1.0,28.0,202.0,3.0,2.0,31.0,0.0,1.0,0.0,0.0
110,30.0,3000000.0,31.0,31.0,31.0,17.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,2.1,3.3,22.0,59.0,66.0,0.06,0.06,0.12,0.06,0.12,0.06,0.12,0.19,0.06,0.19,1330.0,21.0,17.0,10.0,717.0,3048.0,19.0,7.0,819.0,1.0,0.0,0.0,0.0
111,31.0,2900000.0,32.0,32.0,32.0,26.5,12.0,4.0,16.0,8.0,4.0,6.0,3.0,0.0,13.2,8.5,2.2,10.7,49.0,100.0,191.0,0.45,0.15,0.6,0.3,0.45,0.5,0.08,0.58,0.32,0.4,1244.0,106.0,58.0,28.0,825.0,4203.0,61.0,33.0,945.0,0.0,0.0,0.0,1.0
112,33.0,2900000.0,29.0,29.0,29.0,19.3,8.0,7.0,15.0,8.0,0.0,0.0,9.0,0.0,5.0,5.0,6.2,11.2,22.0,77.0,89.0,0.42,0.36,0.78,0.42,0.78,0.26,0.32,0.58,0.26,0.58,980.0,47.0,22.0,8.0,552.0,2050.0,33.0,27.0,771.0,0.0,1.0,0.0,0.0
113,29.0,2880000.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,11.0,0.0,1.0,0.0,7.0,21.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0
114,29.0,2880000.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,551.0,13.0,28.0,11.0,250.0,1206.0,12.0,8.0,271.0,0.0,0.0,0.0,1.0
115,29.0,2880000.0,16.0,16.0,16.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.7,18.0,28.0,42.0,0.0,0.19,0.19,0.0,0.19,0.05,0.11,0.16,0.05,0.16,11.0,0.0,1.0,0.0,7.0,21.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0
116,29.0,2880000.0,16.0,16.0,16.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.7,18.0,28.0,42.0,0.0,0.19,0.19,0.0,0.19,0.05,0.11,0.16,0.05,0.16,551.0,13.0,28.0,11.0,250.0,1206.0,12.0,8.0,271.0,0.0,0.0,0.0,1.0
117,31.0,2880000.0,23.0,23.0,23.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.4,1.0,4.0,64.0,6.0,0.08,0.0,0.08,0.08,0.08,0.04,0.03,0.07,0.04,0.07,949.0,10.0,5.0,3.0,523.0,2117.0,8.0,6.0,577.0,1.0,0.0,0.0,0.0
118,24.0,2830000.0,23.0,23.0,23.0,18.7,9.0,4.0,13.0,6.0,3.0,4.0,9.0,1.0,8.1,5.0,2.7,7.6,20.0,28.0,99.0,0.48,0.21,0.7,0.32,0.54,0.43,0.14,0.58,0.27,0.41,551.0,81.0,31.0,5.0,263.0,1276.0,42.0,27.0,324.0,0.0,1.0,0.0,0.0
119,23.0,2830000.0,32.0,32.0,32.0,20.4,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,4.4,4.4,5.0,9.4,29.0,74.0,85.0,0.2,0.29,0.49,0.2,0.49,0.22,0.25,0.46,0.22,0.46,811.0,59.0,45.0,17.0,431.0,2119.0,48.0,19.0,483.0,0.0,0.0,0.0,1.0
120,23.0,2830000.0,17.0,17.0,17.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,0.6,2.2,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,1150.0,20.0,1.0,1.0,673.0,2911.0,5.0,3.0,787.0,1.0,0.0,0.0,0.0
121,26.0,2830000.0,33.0,33.0,33.0,27.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,0.5,1.5,8.0,56.0,4.0,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,1895.0,19.0,9.0,7.0,1075.0,6032.0,5.0,10.0,1269.0,1.0,0.0,0.0,0.0
122,25.0,2830000.0,25.0,25.0,25.0,10.9,4.0,1.0,5.0,3.0,1.0,1.0,6.0,0.0,1.9,1.1,1.1,2.2,30.0,55.0,30.0,0.37,0.09,0.46,0.28,0.37,0.17,0.1,0.27,0.1,0.2,624.0,15.0,38.0,18.0,352.0,2134.0,14.0,10.0,430.0,0.0,0.0,0.0,1.0
123,33.0,2800000.0,12.0,12.0,12.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,270.0,1391.0,0.0,0.0,221.0,0.0,0.0,1.0,0.0
124,32.0,2750000.0,20.0,20.0,20.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.2,1.1,11.0,33.0,15.0,0.0,0.11,0.11,0.0,0.11,0.1,0.02,0.12,0.09,0.12,503.0,15.0,13.0,4.0,244.0,1080.0,7.0,8.0,282.0,0.0,0.0,0.0,1.0
125,19.0,2700000.0,20.0,20.0,20.0,7.8,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,2.2,12.0,12.0,32.0,0.13,0.38,0.51,0.13,0.51,0.13,0.15,0.28,0.13,0.28,446.0,11.0,13.0,10.0,199.0,891.0,13.0,6.0,244.0,1.0,0.0,0.0,0.0
126,25.0,2600000.0,33.0,33.0,33.0,32.7,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,3.6,3.6,2.0,5.5,37.0,93.0,79.0,0.15,0.06,0.21,0.15,0.21,0.11,0.06,0.17,0.11,0.17,1347.0,81.0,53.0,23.0,543.0,3123.0,48.0,26.0,631.0,0.0,0.0,0.0,1.0
127,30.0,2600000.0,33.0,33.0,33.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,0.0,1.0,0.0,663.0,3880.0,1.0,0.0,521.0,0.0,0.0,1.0,0.0
128,32.0,2600000.0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,0.0,0.0,0.0,667.0,3717.0,3.0,0.0,549.0,0.0,0.0,1.0,0.0
129,29.0,2570000.0,29.0,29.0,29.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,2.2,2.2,0.7,2.9,20.0,50.0,75.0,0.0,0.08,0.08,0.0,0.08,0.18,0.06,0.24,0.18,0.24,699.0,25.0,22.0,8.0,345.0,1642.0,27.0,15.0,382.0,1.0,0.0,0.0,0.0
130,27.0,2500000.0,13.0,13.0,13.0,3.1,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.2,0.4,0.9,1.3,3.0,5.0,22.0,0.32,0.32,0.64,0.0,0.32,0.39,0.28,0.66,0.14,0.41,108.0,12.0,4.0,1.0,54.0,260.0,8.0,4.0,82.0,0.0,1.0,0.0,0.0
131,27.0,2500000.0,13.0,13.0,13.0,3.1,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.2,0.4,0.9,1.3,3.0,5.0,22.0,0.32,0.32,0.64,0.0,0.32,0.39,0.28,0.66,0.14,0.41,298.0,53.0,9.0,4.0,131.0,504.0,12.0,9.0,235.0,0.0,1.0,0.0,0.0
132,27.0,2500000.0,17.0,17.0,17.0,9.7,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.4,3.4,0.9,4.3,7.0,16.0,40.0,0.52,0.0,0.52,0.52,0.52,0.35,0.09,0.44,0.35,0.44,108.0,12.0,4.0,1.0,54.0,260.0,8.0,4.0,82.0,0.0,1.0,0.0,0.0
133,27.0,2500000.0,17.0,17.0,17.0,9.7,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.4,3.4,0.9,4.3,7.0,16.0,40.0,0.52,0.0,0.52,0.52,0.52,0.35,0.09,0.44,0.35,0.44,298.0,53.0,9.0,4.0,131.0,504.0,12.0,9.0,235.0,0.0,1.0,0.0,0.0
134,24.0,2500000.0,32.0,32.0,32.0,26.6,11.0,3.0,14.0,6.0,5.0,5.0,8.0,0.0,8.6,4.7,4.4,9.1,96.0,42.0,178.0,0.41,0.11,0.53,0.23,0.34,0.32,0.16,0.49,0.18,0.34,979.0,103.0,141.0,67.0,644.0,5374.0,82.0,48.0,683.0,0.0,1.0,0.0,0.0
135,30.0,2500000.0,31.0,31.0,31.0,29.8,12.0,9.0,21.0,12.0,0.0,1.0,2.0,0.0,7.2,6.6,11.1,17.6,73.0,119.0,197.0,0.4,0.3,0.71,0.4,0.71,0.24,0.37,0.61,0.22,0.59,1779.0,95.0,32.0,14.0,1019.0,5005.0,42.0,34.0,1217.0,0.0,1.0,0.0,0.0
136,25.0,2500000.0,21.0,21.0,21.0,16.3,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,2.4,2.4,2.3,4.7,51.0,93.0,52.0,0.18,0.0,0.18,0.18,0.18,0.15,0.14,0.29,0.15,0.29,985.0,38.0,56.0,32.0,611.0,3339.0,35.0,22.0,645.0,0.0,0.0,0.0,1.0
137,29.0,2500000.0,19.0,19.0,19.0,14.030591572123177,1.6831442463533226,1.2098865478119936,2.893030794165316,1.5409238249594814,0.14222042139384117,0.18435980551053485,2.7864667747163696,0.12317666126418152,1.7674635332252837,1.621353322528363,1.2555915721231767,2.8767017828200974,21.48865478119935,47.1871961102107,46.28038897893031,0.11117504051863857,0.08590761750405186,0.19715964343598055,0.10305915721231768,0.18897893030794163,0.12930713128038898,0.08747568881685575,0.2164910858995138,0.12087115072933549,0.20801863857374392,760.7491896272285,27.421393841166935,23.178282009724473,10.578606158833063,427.0563209076175,2240.166936790924,18.96555915721232,11.201782820097245,484.1211507293355,0.0,0.0,1.0,0.0
138,19.0,2500000.0,17.0,17.0,17.0,12.1,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,3.9,4.7,36.0,80.0,86.0,0.08,0.5,0.58,0.08,0.58,0.06,0.32,0.39,0.06,0.39,787.0,35.0,85.0,48.0,487.0,2638.0,40.0,28.0,580.0,0.0,1.0,0.0,0.0
139,29.0,2500000.0,20.0,20.0,20.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.5,2.0,8.0,17.0,0.27,0.0,0.27,0.27,0.27,0.39,0.01,0.4,0.39,0.4,131.0,24.0,8.0,5.0,53.0,234.0,4.0,8.0,91.0,0.0,1.0,0.0,0.0
140,26.0,2500000.0,32.0,32.0,32.0,12.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,0.0,4.1,3.3,1.9,5.1,26.0,34.0,102.0,0.17,0.17,0.33,0.08,0.25,0.34,0.16,0.5,0.27,0.43,571.0,67.0,32.0,16.0,349.0,1694.0,44.0,14.0,428.0,0.0,0.0,0.0,1.0
141,28.0,2470000.0,34.0,34.0,34.0,31.7,12.0,6.0,18.0,12.0,0.0,1.0,4.0,0.0,11.3,10.5,5.5,16.0,31.0,58.0,215.0,0.38,0.19,0.57,0.38,0.57,0.36,0.17,0.53,0.33,0.5,1251.0,149.0,38.0,15.0,576.0,2035.0,63.0,16.0,762.0,0.0,1.0,0.0,0.0
142,23.0,2450000.0,9.0,9.0,9.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,19.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,514.0,10.0,26.0,11.0,240.0,1188.0,7.0,5.0,267.0,1.0,0.0,0.0,0.0
143,23.0,2450000.0,9.0,9.0,9.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,19.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,198.0,1.0,8.0,3.0,122.0,606.0,4.0,2.0,130.0,1.0,0.0,0.0,0.0
144,23.0,2450000.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,514.0,10.0,26.0,11.0,240.0,1188.0,7.0,5.0,267.0,1.0,0.0,0.0,0.0
145,23.0,2450000.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,198.0,1.0,8.0,3.0,122.0,606.0,4.0,2.0,130.0,1.0,0.0,0.0,0.0
146,23.0,2410000.0,9.0,9.0,9.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,19.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,514.0,10.0,26.0,11.0,240.0,1188.0,7.0,5.0,267.0,1.0,0.0,0.0,0.0
147,23.0,2410000.0,9.0,9.0,9.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,19.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,198.0,1.0,8.0,3.0,122.0,606.0,4.0,2.0,130.0,1.0,0.0,0.0,0.0
148,23.0,2410000.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,514.0,10.0,26.0,11.0,240.0,1188.0,7.0,5.0,267.0,1.0,0.0,0.0,0.0
149,23.0,2410000.0,7.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,198.0,1.0,8.0,3.0,122.0,606.0,4.0,2.0,130.0,1.0,0.0,0.0,0.0
