Player,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
Sergio Canales,31,28,2402,26.7,4,3,7,3,1,1,4,2,4.3,3.5,5.6,9.1,82,143,150,0.15,0.11,0.26,0.11,0.22,0.16,0.21,0.37,0.13,0.34
Ander Capa,7,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,5,12,7,0,0,0,0,0,0,0.04,0.04,0,0.04
Étienne Capoue,28,22,1955,21.7,3,0,3,3,0,0,4,0,2.6,2.6,1.2,3.8,45,98,72,0.14,0,0.14,0.14,0.14,0.12,0.06,0.18,0.12,0.18
Isaac Carcelen,27,25,2199,24.4,0,1,1,0,0,0,4,3,0.2,0.2,1.3,1.6,33,85,62,0,0.04,0.04,0,0.04,0.01,0.05,0.06,0.01,0.06
Juan Carlos,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Carlos Lazo,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.27,0,0.27,0.27,0.27
José Carlos Lazo,10,0,159,1.8,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,2,4,10,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26
Carmona,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8,10,27,0.15,0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08
Carmona,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9,11,8,0.34,0.17,0.51,0.34,0.51,0.14,0.06,0.2,0.14,0.2
Yannick Carrasco,35,26,2317,25.7,7,3,10,6,1,1,2,0,8,7.2,4.1,11.2,146,84,264,0.27,0.12,0.39,0.23,0.35,0.31,0.16,0.47,0.28,0.44
Dani Carvajal,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.8,0.8,2,2.8,22,58,147,0,0.1,0.1,0,0.1,0.04,0.1,0.14,0.04,0.14
William Carvalho,33,31,2438,27.1,3,1,4,3,0,0,6,1,3.1,3.1,1.6,4.7,46,203,52,0.11,0.04,0.15,0.11,0.15,0.11,0.06,0.17,0.11,0.17
Casemiro,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentín Castellanos,35,33,2597,28.9,13,0,13,12,1,1,11,0,11.2,10.4,1.7,12.1,30,34,128,0.45,0,0.45,0.42,0.42,0.39,0.06,0.45,0.36,0.42
Samu Castillejo,25,17,1362,15.1,4,0,4,4,0,0,7,0,2.9,2.9,3,5.9,54,76,115,0.26,0,0.26,0.26,0.26,0.19,0.2,0.39,0.19,0.39
Catena,35,35,3103,34.5,1,1,2,1,0,0,14,1,1.4,1.4,1.4,2.8,8,119,2,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08
Edinson Cavani,25,20,1449,16.1,5,2,7,3,2,3,6,0,6,3.6,1.7,5.3,8,20,53,0.31,0.12,0.43,0.19,0.31,0.37,0.11,0.48,0.22,0.33
Dani Ceballos,30,19,1564,17.4,0,4,4,0,0,0,8,0,0.9,0.9,2.1,3,60,204,60,0,0.23,0.23,0,0.23,0.05,0.12,0.17,0.05,0.17
Álex Centelles,15,11,1123,12.5,1,2,3,1,0,0,0,1,0.4,0.4,1.3,1.7,17,35,48,0.08,0.16,0.24,0.08,0.24,0.03,0.11,0.14,0.03,0.14
Franco Cervi,36,21,1894,21,0,4,4,0,0,0,2,1,2.3,2.3,2.7,5.1,45,69,113,0,0.19,0.19,0,0.19,0.11,0.13,0.24,0.11,0.24
Pep Chavarría,16,2,366,4.1,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,13,19,25,0,0.49,0.49,0,0.49,0.02,0.17,0.19,0.02,0.19
Pape Cheikh Diop,2,0,37,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Andreas Christensen,23,22,1760,19.6,1,1,2,1,0,0,2,0,1,1,0.5,1.5,18,91,5,0.05,0.05,0.1,0.05,0.1,0.05,0.03,0.08,0.05,0.08
Samuel Chukwueze,37,27,2339,26,6,5,11,6,0,0,1,0,6.5,6.5,4.3,10.8,133,85,261,0.23,0.19,0.42,0.23,0.42,0.25,0.16,0.41,0.25,0.41
Víctor Chust,14,10,965,10.7,1,0,1,1,0,0,3,0,0.9,0.9,0,1,4,22,2,0.09,0,0.09,0.09,0.09,0.09,0,0.09,0.09,0.09
Pathé Ciss,32,12,1282,14.2,1,0,1,1,0,0,4,0,2.6,2.6,0.3,2.9,10,65,5,0.07,0,0.07,0.07,0.07,0.18,0.02,0.2,0.18,0.2
Carlos Clerc,32,31,2639,29.3,0,1,1,0,0,0,5,0,0.6,0.6,2.1,2.7,51,107,91,0,0.03,0.03,0,0.03,0.02,0.07,0.09,0.02,0.09
Álex Collado,16,8,729,8.1,1,1,2,1,0,0,1,0,0.6,0.6,1.6,2.2,24,34,43,0.12,0.12,0.25,0.12,0.25,0.08,0.2,0.28,0.08,0.28
Diego Collado,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Eray Cömert,23,19,1672,18.6,1,0,1,1,0,0,5,1,0.5,0.5,0.1,0.6,6,54,1,0.05,0,0.05,0.05,0.05,0.03,0,0.03,0.03,0.03
Santi Comesaña,35,29,2451,27.2,3,2,5,3,0,0,6,0,2.5,2.5,2.2,4.6,40,150,58,0.11,0.07,0.18,0.11,0.18,0.09,0.08,0.17,0.09,0.17
Copete,28,27,2206,24.5,1,0,1,1,0,0,7,1,1,0.5,0.2,0.7,14,58,3,0.04,0,0.04,0.04,0.04,0.04,0.01,0.05,0.02,0.03
Francis Coquelin,16,9,748,8.3,1,0,1,1,0,0,2,0,1,1,1,1.9,11,29,27,0.12,0,0.12,0.12,0.12,0.12,0.12,0.23,0.12,0.23
Jesús Corona,4,1,111,1.2,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,3,3,9,0.81,0,0.81,0.81,0.81,0.37,0.2,0.57,0.37,0.57
Ángel Correa,35,13,1455,16.2,9,1,10,9,0,0,3,1,7.1,7.1,3.5,10.7,44,58,142,0.56,0.06,0.62,0.56,0.62,0.44,0.22,0.66,0.44,0.66
Thierry Correia,27,24,2009,22.3,0,0,0,0,0,0,5,0,0.3,0.3,1.1,1.4,60,104,122,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
Jaume Costa,32,30,2599,28.9,0,1,1,0,0,0,10,0,1,1,2.5,3.5,60,74,123,0,0.03,0.03,0,0.03,0.04,0.09,0.12,0.04,0.12
Samu Costa,32,22,1989,22.1,1,2,3,1,0,0,5,0,1.7,1.7,1,2.7,9,91,24,0.05,0.09,0.14,0.05,0.14,0.08,0.04,0.12,0.08,0.12
Thibaut Courtois,31,31,2790,31,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Yan Couto,25,12,1158,12.9,1,2,3,1,0,0,3,0,0.5,0.5,2.5,3,56,55,89,0.08,0.16,0.23,0.08,0.23,0.04,0.19,0.23,0.04,0.23
Juan Cruz Armada,27,21,2062,22.9,0,0,0,0,0,0,7,0,0.2,0.2,1,1.2,15,68,55,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
Juan Cruz,6,1,178,2,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,7,1,15,0.51,0,0.51,0.51,0.51,0.23,0.07,0.3,0.23,0.3
Jorge Cuenca,10,5,506,5.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,7,26,1,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09
Braian Cufré,5,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,7,9,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
Matheus Cunha,11,2,377,4.2,0,2,2,0,0,0,2,0,1.4,1.4,0.8,2.2,6,7,19,0,0.48,0.48,0,0.48,0.34,0.2,0.53,0.34,0.53
Curro,2,0,43,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,1,1,0,0,0,0,0,0.19,0.44,0.63,0.19,0.63
Arnaut Danjuma,10,6,479,5.3,2,0,2,1,1,1,0,0,2.7,1.9,0.4,2.3,12,2,35,0.38,0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43
Sergi Darder,38,38,3320,36.9,6,3,9,6,0,0,4,0,3.5,3.5,7.5,10.9,111,233,75,0.16,0.08,0.24,0.16,0.24,0.09,0.2,0.3,0.09,0.3
Rodrigo De Paul,30,24,1923,21.4,2,7,9,2,0,0,5,0,1.6,1.6,5.5,7.1,55,182,68,0.09,0.33,0.42,0.09,0.42,0.07,0.26,0.33,0.07,0.33
Alberto Del Moral,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Delaney,8,2,309,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,1,7,3,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06
Fran Delgado,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Ousmane Dembélé,25,16,1410,15.7,5,7,12,5,0,0,4,0,3.9,3.9,4.9,8.8,124,74,209,0.32,0.45,0.77,0.32,0.77,0.25,0.31,0.56,0.25,0.56
Mouctar Diakhaby,29,28,2446,27.2,3,0,3,3,0,0,7,1,2.7,2.7,0.3,3,19,86,11,0.11,0,0.11,0.11,0.11,0.1,0.01,0.11,0.1,0.11
Mamady Diarra,2,1,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2
Youba Diarra,5,1,98,1.1,0,0,0,0,0,0,2,0,0,0,0.5,0.5,1,3,1,0,0,0,0,0,0,0.45,0.45,0,0.45
Stole Dimitrievski,37,37,3324,36.9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Djené,33,33,2840,31.6,0,1,1,0,0,0,10,1,0.6,0.6,0.7,1.2,11,77,20,0,0.03,0.03,0,0.03,0.02,0.02,0.04,0.02,0.04
Marko Dmitrović,15,13,1269,14.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Doherty,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kasper Dolberg,4,2,197,2.2,0,1,1,0,0,0,0,0,0,0,0.4,0.4,2,2,9,0,0.46,0.46,0,0.46,0.02,0.18,0.2,0.02,0.2
Carlos Dominguez,3,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
John Donald,14,13,1092,12.1,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,3,23,2,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
Domingos Duarte,31,30,2657,29.5,0,2,2,0,0,0,11,1,1.3,1.3,0.8,2.1,6,63,0,0,0.07,0.07,0,0.07,0.04,0.03,0.07,0.04,0.07
Pablo Durán,4,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Hugo Duro,30,12,1385,15.4,1,1,2,1,0,1,5,0,4.4,3.6,1.1,4.7,9,19,67,0.06,0.06,0.13,0.06,0.13,0.29,0.07,0.36,0.23,0.31
Íñigo Eguaras,25,10,967,10.7,1,1,2,1,0,0,6,0,1,1,0.6,1.7,8,61,7,0.09,0.09,0.19,0.09,0.19,0.1,0.06,0.16,0.1,0.16
Aritz Elustondo,25,16,1449,16.1,0,1,1,0,0,0,5,1,0.7,0.7,1.1,1.8,21,52,19,0,0.06,0.06,0,0.06,0.04,0.07,0.11,0.04,0.11
Rodrigo Ely,36,36,3155,35.1,0,1,1,0,0,0,10,1,1,1,0.8,1.8,6,52,4,0,0.03,0.03,0,0.03,0.03,0.02,0.05,0.03,0.05
Adri Embarba,29,18,1472,16.4,4,3,7,3,1,1,5,1,3.8,3.1,3.4,6.4,62,47,115,0.24,0.18,0.43,0.18,0.37,0.23,0.21,0.44,0.19,0.39
Adri Embarba,1,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,2,0,0,0,0,0,0.2,0,0.2,0.2,0.2
Youssef En-Nesyri,31,17,1661,18.5,8,1,9,8,0,0,4,0,8.1,8.1,1.1,9.2,16,12,71,0.43,0.05,0.49,0.43,0.49,0.44,0.06,0.5,0.44,0.5
Gonzalo Escalante,14,13,1121,12.5,4,1,5,4,0,0,4,0,3.5,3.5,1.5,5,3,50,12,0.32,0.08,0.4,0.32,0.4,0.28,0.12,0.4,0.28,0.4
Sergio Escudero,23,17,1439,16,1,0,1,1,0,0,3,0,1.5,1.5,1.8,3.3,17,40,37,0.06,0,0.06,0.06,0.06,0.09,0.11,0.2,0.09,0.2
Alfonso Espino,36,35,3122,34.7,0,4,4,0,0,0,7,0,1.5,1.5,4.2,5.7,53,107,129,0,0.12,0.12,0,0.12,0.04,0.12,0.16,0.04,0.16
Bernardo Espinosa,20,14,1225,13.6,1,1,2,1,0,0,5,0,1.2,1.2,0,1.2,8,36,3,0.07,0.07,0.15,0.07,0.15,0.09,0,0.09,0.09,0.09
Edu Expósito,28,13,1160,12.9,2,2,4,2,0,0,3,1,0.9,0.9,2.4,3.3,19,72,59,0.16,0.16,0.31,0.16,0.31,0.07,0.18,0.25,0.07,0.25
Nicolás Ezequiel Fernández,18,3,514,5.7,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,21,29,53,0,0.18,0.18,0,0.18,0.07,0.14,0.22,0.07,0.22
Abdessamad Ezzalzouli,28,19,1504,16.7,4,2,6,4,0,0,4,2,2.7,2.7,1.9,4.6,93,44,136,0.24,0.12,0.36,0.24,0.36,0.16,0.11,0.27,0.16,0.27
Radamel Falcao,27,3,616,6.8,2,0,2,1,1,1,4,0,2.9,2.1,0.1,2.2,2,14,53,0.29,0,0.29,0.15,0.15,0.42,0.01,0.43,0.3,0.32
Fali,25,22,1714,19,0,0,0,0,0,0,6,0,0.6,0.6,0.2,0.8,9,56,10,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
Mamadou Fall,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ansu Fati,36,12,1393,15.5,7,3,10,7,0,0,3,0,9.1,9.1,1.7,10.7,47,48,178,0.45,0.19,0.65,0.45,0.65,0.59,0.11,0.69,0.59,0.69
Zouhair Feddal,8,4,375,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,5,0,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
Nabil Fekir,15,12,961,10.7,2,2,4,1,1,1,4,1,2.4,1.6,2.7,4.4,42,41,76,0.19,0.19,0.37,0.09,0.28,0.23,0.26,0.48,0.15,0.41
Felipe,3,2,194,2.2,0,0,0,0,0,0,0,0,0,0,0,0.1,2,20,1,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
Luiz Felipe,23,22,1763,19.6,0,0,0,0,0,0,3,3,0.2,0.2,0.3,0.5,1,42,0,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
João Félix,14,7,650,7.2,4,3,7,4,0,0,5,0,2.6,2.6,1.4,4,17,27,42,0.55,0.42,0.97,0.55,0.97,0.36,0.2,0.56,0.36,0.56
Kiko Femenía,20,13,1133,12.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,36,66,47,0,0,0,0,0,0,0.05,0.06,0,0.06
Aitor Fernández,21,21,1890,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Álex Fernández,28,17,1576,17.5,3,0,3,2,1,1,0,0,2.7,1.9,1.6,3.4,19,69,26,0.17,0,0.17,0.11,0.11,0.15,0.09,0.24,0.11,0.2
Álvaro Fernández,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Carlos Fernández,24,8,631,7,1,0,1,1,0,0,6,0,2.4,2.4,0.6,2.9,9,13,54,0.14,0,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42
Federico Fernández,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joaquín Fernández,27,24,2156,24,1,0,1,1,0,0,4,0,0.5,0.5,0.1,0.6,6,42,3,0.04,0,0.04,0.04,0.04,0.02,0,0.03,0.02,0.03
Valery Fernández,25,7,967,10.7,0,2,2,0,0,0,1,0,0.7,0.7,1.2,1.9,18,20,84,0,0.19,0.19,0,0.19,0.07,0.11,0.18,0.07,0.18
Fernando,37,37,3285,36.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando,22,19,1577,17.5,0,1,1,0,0,0,3,1,0.2,0.2,0.7,0.9,6,67,13,0,0.06,0.06,0,0.06,0.01,0.04,0.05,0.01,0.05
Fidel,27,21,1714,19,3,2,5,2,1,1,5,0,2.3,1.5,2.3,3.8,53,139,90,0.16,0.11,0.26,0.11,0.21,0.12,0.12,0.24,0.08,0.2
Dimitri Foulquier,30,17,1738,19.3,0,2,2,0,0,0,4,0,0.2,0.2,1.7,1.8,51,70,84,0,0.1,0.1,0,0.1,0.01,0.09,0.09,0.01,0.09
Juan Foyth,24,22,1958,21.8,1,0,1,1,0,0,6,0,1.1,1.1,1.6,2.7,47,100,18,0.05,0,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13
Iván Fresneda,22,18,1743,19.4,0,0,0,0,0,0,3,0,0.6,0.6,1.5,2.1,48,62,101,0,0,0,0,0,0.03,0.08,0.11,0.03,0.11
Javi Galán,37,36,3160,35.1,0,3,3,0,0,0,6,0,0.6,0.6,4.1,4.6,141,125,244,0,0.09,0.09,0,0.09,0.02,0.12,0.13,0.02,0.13
Iñigo Ruiz de Galarreta,30,28,2449,27.2,0,1,1,0,0,0,12,0,0.3,0.3,1.4,1.7,20,127,21,0,0.04,0.04,0,0.04,0.01,0.05,0.06,0.01,0.06
Aleix García,30,26,2337,26,1,5,6,1,0,0,1,0,1.8,1.8,6.2,8,41,156,76,0.04,0.19,0.23,0.04,0.23,0.07,0.24,0.31,0.07,0.31
Álvaro García,35,34,2870,31.9,5,5,10,5,0,0,7,0,3.6,3.6,5.7,9.3,116,71,293,0.16,0.16,0.31,0.16,0.31,0.11,0.18,0.29,0.11,0.29
Borja García,11,10,679,7.5,1,0,1,1,0,0,1,0,0.7,0.7,0.6,1.3,7,39,32,0.13,0,0.13,0.13,0.13,0.09,0.08,0.17,0.09,0.17
Carlos García,1,0,25,0.3,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,3.6,3.6,0,3.6,0,0.4,0.4,0,0.4
Dani García,25,18,1485,16.5,0,2,2,0,0,0,6,0,1.4,1.4,0.7,2.1,6,73,8,0,0.12,0.12,0,0.12,0.09,0.04,0.13,0.09,0.13
David García,32,31,2680,29.8,2,0,2,2,0,0,8,1,0.7,0.7,0.4,1.1,16,105,4,0.07,0,0.07,0.07,0.07,0.02,0.01,0.04,0.02,0.04
Eric García,24,15,1417,15.7,1,0,1,1,0,0,3,0,1.6,1.6,0.2,1.8,25,105,6,0.06,0,0.06,0.06,0.06,0.1,0.02,0.11,0.1,0.11
Fran Garcia,38,38,3407,37.9,2,3,5,2,0,0,1,0,1.2,1.2,1.6,2.8,183,147,167,0.05,0.08,0.13,0.05,0.13,0.03,0.04,0.07,0.03,0.07
Joan García,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raúl García,35,6,967,10.7,2,3,5,2,0,0,4,0,5.2,5.2,1.1,6.3,12,38,62,0.19,0.28,0.47,0.19,0.47,0.48,0.1,0.59,0.48,0.59
Rubén García,29,11,1159,12.9,2,2,4,2,0,0,2,0,1.8,1.8,2,3.8,16,40,92,0.16,0.16,0.31,0.16,0.31,0.14,0.15,0.29,0.14,0.29
Unai García,21,20,1713,19,0,1,1,0,0,0,6,1,0.2,0.2,0.1,0.3,11,51,3,0,0.05,0.05,0,0.05,0.01,0,0.02,0.01,0.02
Felix Garreta,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Aleix Garrido,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sékou Gassama,1,0,36,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,0,1,0,0,0,0,0,1.06,0.09,1.15,1.06,1.15
Gavi,36,30,2531,28.1,2,4,6,2,0,0,10,0,3.2,3.2,3.7,6.9,49,134,153,0.07,0.14,0.21,0.07,0.21,0.11,0.13,0.24,0.11,0.24
Paulo Gazzaniga,28,28,2520,28,0,0,0,0,0,0,4,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Bryan Gil,17,10,918,10.2,2,2,4,2,0,0,4,0,2.9,2.9,0.7,3.5,28,22,75,0.2,0.2,0.39,0.2,0.39,0.28,0.07,0.35,0.28,0.35
David Gil,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Óscar Gil,33,31,2559,28.4,0,1,1,0,0,0,14,0,0.6,0.6,2.9,3.5,39,47,111,0,0.04,0.04,0,0.04,0.02,0.1,0.12,0.02,0.12
Álvaro Giménez,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Dani Gómez,8,0,88,1,0,0,0,0,0,0,2,0,0,0,0,0,1,4,9,0,0,0,0,0,0,0.04,0.04,0,0.04
Maxi Gómez,3,0,108,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,0,1,0,0,0,0,0,0.18,0.16,0.34,0.18,0.34
Moi Gómez,33,28,2453,27.3,3,2,5,3,0,0,5,0,1.8,1.8,4.5,6.2,37,184,67,0.11,0.07,0.18,0.11,0.18,0.06,0.16,0.23,0.06,0.23
Papu Gómez,19,11,1065,11.8,1,1,2,1,0,0,4,0,1.4,1.4,1.7,3.1,34,82,67,0.08,0.08,0.17,0.08,0.17,0.12,0.15,0.27,0.12,0.27
Sergi Gómez,29,26,2339,26,0,0,0,0,0,0,1,2,0.9,0.9,0.4,1.3,2,43,1,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05
Antonio Gomis,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego González,16,8,958,10.6,0,0,0,0,0,0,4,0,0.8,0.8,0,0.8,1,13,2,0,0,0,0,0,0.07,0,0.07,0.07,0.07
Édgar González,25,18,1772,19.7,0,0,0,0,0,0,8,2,1.2,1.2,0.8,2,7,30,2,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1
Giovanni González,15,9,926,10.3,0,2,2,0,0,0,5,0,0.2,0.2,1.2,1.4,10,28,39,0,0.19,0.19,0,0.19,0.02,0.12,0.14,0.02,0.14
Nicolás González,26,18,1405,15.6,1,1,2,1,0,0,2,0,1.5,1.5,1.3,2.8,21,81,17,0.06,0.06,0.13,0.06,0.13,0.1,0.09,0.18,0.1,0.18
Roberto González,2,0,54,0.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,1,2,1,0,0,0,0,0,0,0.48,0.48,0,0.48
Andoni Gorosabel,27,19,1708,19,0,0,0,0,0,0,3,0,0.6,0.6,1,1.6,42,68,75,0,0,0,0,0,0.03,0.05,0.08,0.03,0.08
José Gragera,9,5,460,5.1,1,0,1,1,0,0,2,0,0.7,0.7,0,0.7,0,11,3,0.2,0,0.2,0.2,0.2,0.14,0,0.14,0.14,0.14
Ivo Grbić,12,10,922,10.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Greif,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clément Grenier,21,6,718,8,0,0,0,0,0,0,7,0,0.2,0.2,1.1,1.3,4,40,26,0,0,0,0,0,0.03,0.14,0.17,0.03,0.17
Antoine Griezmann,38,31,2859,31.8,15,16,31,15,0,0,2,0,12.3,12.3,13.8,26.1,99,171,202,0.47,0.5,0.98,0.47,0.98,0.39,0.44,0.82,0.39,0.82
Andrés Guardado,26,16,1373,15.3,1,1,2,1,0,0,7,0,0.3,0.3,1.1,1.4,14,72,13,0.07,0.07,0.13,0.07,0.13,0.02,0.07,0.09,0.02,0.09
Sergi Guardiola,14,8,502,5.6,0,0,0,0,0,0,1,0,1,1,0.1,1.2,7,3,20,0,0,0,0,0,0.18,0.03,0.21,0.18,0.21
Sergi Guardiola,17,14,1165,12.9,3,0,3,3,0,0,2,0,3.4,3.4,0.5,3.9,12,28,55,0.23,0,0.23,0.23,0.23,0.26,0.04,0.3,0.26,0.3
Nemanja Gudelj,34,31,2779,30.9,3,1,4,3,0,0,8,0,1.7,1.7,0.4,2.1,29,110,6,0.1,0.03,0.13,0.1,0.13,0.06,0.01,0.07,0.06,0.07
Javier Guerra,10,6,605,6.7,1,0,1,1,0,0,0,0,0.9,0.9,1.1,2,17,30,16,0.15,0,0.15,0.15,0.15,0.13,0.17,0.3,0.13,0.3
Ander Guevara,8,2,221,2.5,0,0,0,0,0,0,2,0,0,0,0.7,0.7,4,15,3,0,0,0,0,0,0.01,0.28,0.29,0.01,0.29
Pape Gueye,16,15,1171,13,1,3,4,1,0,0,6,3,1.3,1.3,1.2,2.4,9,59,27,0.08,0.23,0.31,0.08,0.31,0.1,0.09,0.18,0.1,0.18
Hugo Guillamón,25,19,1632,18.1,1,4,5,0,1,1,5,0,1.1,0.3,1.6,1.9,11,101,20,0.06,0.22,0.28,0,0.22,0.06,0.09,0.15,0.02,0.1
Gerard Gumbau,35,31,2737,30.4,1,6,7,1,0,0,11,0,2.3,2.3,6.2,8.5,18,145,52,0.03,0.2,0.23,0.03,0.23,0.08,0.2,0.28,0.08,0.28
Gorka Guruzeta,30,17,1421,15.8,6,1,7,6,0,0,2,0,6.1,6.1,1,7.1,15,37,93,0.38,0.06,0.44,0.38,0.44,0.39,0.06,0.45,0.39,0.45
Raúl Guti,28,12,1117,12.4,0,0,0,0,0,0,1,0,1.6,1.6,0.1,1.7,4,32,17,0,0,0,0,0,0.13,0.01,0.14,0.13,0.14
Miguel Gutiérrez,34,27,2390,26.6,2,3,5,2,0,0,6,0,0.8,0.8,3.3,4.1,81,125,148,0.08,0.11,0.19,0.08,0.19,0.03,0.12,0.15,0.03,0.15
Munir El Haddadi,28,10,1150,12.8,3,1,4,3,0,0,4,0,2.7,2.7,1.2,3.9,20,30,84,0.23,0.08,0.31,0.23,0.31,0.21,0.09,0.3,0.21,0.3
Dennis Hadzikadunic,8,7,614,6.8,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,19,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Haissem Hassan,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0.04,0.04,0,0.04
